Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
2A|36|36.608121|-98.091469|370.9|36|2016-04-13T16:40:51|2016-05-11T17:44:59
2A|360|36.771488|-97.966093|338.2|360|2016-04-11T16:04:30|2016-05-11T21:20:29
2A|361|36.767345|-97.966168|341.1|361|2016-04-11T16:06:34|2016-05-11T21:25:04
2A|362|36.763765|-97.96605|338.3|362|2016-04-11T16:08:53|2016-05-11T21:27:35
2A|363|36.760197|-97.966022|333.6|363|2016-04-11T16:11:16|2016-05-11T21:31:09
2A|364|36.756367|-97.965935|330.7|364|2016-04-11T16:14:55|2016-05-11T21:35:53
2A|365|36.752856|-97.965854|316.0|365|2016-04-11T16:17:54|2016-05-11T21:43:04
2A|366|36.749478|-97.965828|322.3|366|2016-04-11T16:20:29|2016-05-11T21:46:37
2A|367|36.745679|-97.965846|327.0|367|2016-04-11T16:22:59|2016-05-11T21:50:52
2A|368|36.742202|-97.965813|324.2|368|2016-04-11T16:26:09|2016-05-14T14:30:56
2A|369|36.738454|-97.965782|324.6|369|2016-04-11T16:29:04|2016-05-11T22:04:01
2A|37|36.811314|-98.074333|386.6|37|2016-04-13T14:43:45|2016-05-11T21:42:59
2A|370|36.735096|-97.965819|325.7|370|2016-04-11T16:32:17|2016-05-11T22:07:18
2A|371|36.731263|-97.965833|324.1|371|2016-04-11T16:35:30|2016-05-11T22:10:20
2A|372|36.727626|-97.965855|329.5|372|2016-04-11T16:38:01|2016-05-11T22:12:58
2A|373|36.724044|-97.965933|328.2|373|2016-04-11T16:40:22|2016-05-11T22:16:07
2A|374|36.720606|-97.966007|319.9|374|2016-04-11T16:43:04|2016-05-11T22:19:14
2A|375|36.716526|-97.965964|324.2|375|2016-04-11T16:45:23|2016-05-11T22:22:42
2A|376|36.713316|-97.965903|324.2|376|2016-04-11T16:47:42|2016-05-11T22:27:38
2A|377|36.915831|-97.948127|355.8|377|2016-04-13T16:26:12|2016-05-13T16:36:48
2A|378|36.912275|-97.947907|354.7|378|2016-04-13T16:23:02|2016-05-13T16:40:55
2A|379|36.908602|-97.948031|355.6|379|2016-04-13T16:19:26|2016-05-13T16:45:23
2A|38|36.796631|-98.074228|368.3|38|2016-04-11T14:57:07|2016-05-11T21:34:44
2A|380|36.904628|-97.948009|353.0|380|2016-04-13T16:16:15|2016-05-13T20:28:29
2A|381|36.901181|-97.947969|352.3|381|2016-04-13T16:13:11|2016-05-13T16:57:52
2A|382|36.897867|-97.947922|350.9|382|2016-04-13T16:10:17|2016-05-13T17:00:49
2A|383|36.89411|-97.947889|349.4|383|2016-04-13T16:06:28|2016-05-13T17:03:52
2A|384|36.89045|-97.947845|345.4|384|2016-04-13T16:01:15|2016-05-13T17:06:27
2A|385|36.886863|-97.947883|347.6|385|2016-04-13T15:57:54|2016-05-13T17:09:52
2A|386|36.883479|-97.947695|348.8|386|2016-04-13T15:51:25|2016-05-13T17:16:36
2A|387|36.879602|-97.947873|345.7|387|2016-04-13T15:41:07|2016-05-13T17:23:03
2A|388|36.875945|-97.947808|345.9|388|2016-04-13T15:37:28|2016-05-13T17:26:58
2A|389|36.872212|-97.947819|339.7|389|2016-04-13T15:34:06|2016-05-13T17:31:25
2A|39|36.792722|-98.074153|364.3|39|2016-04-11T15:00:02|2016-05-11T21:32:06
2A|390|36.86883|-97.947635|345.0|390|2016-04-13T15:31:09|2016-05-13T17:34:36
2A|391|36.865142|-97.947835|341.1|391|2016-04-13T15:28:22|2016-05-13T17:39:25
2A|392|36.861522|-97.947835|343.2|392|2016-04-13T15:25:17|2016-05-13T17:45:31
2A|393|36.857865|-97.947806|335.8|393|2016-04-13T15:21:28|2016-05-13T17:50:59
2A|394|36.854285|-97.947787|340.6|394|2016-04-13T15:17:17|2016-05-13T17:55:43
2A|395|36.850644|-97.947654|342.1|395|2016-04-13T15:14:01|2016-05-13T18:01:11
2A|396|36.846283|-97.947903|342.1|396|2016-04-13T15:10:42|2016-05-13T18:05:50
2A|397|36.843358|-97.947963|340.5|397|2016-04-13T15:07:28|2016-05-13T18:13:23
2A|398|36.839824|-97.948059|343.7|398|2016-04-13T15:04:22|2016-05-13T18:18:27
2A|399|36.836162|-97.94804|344.4|399|2016-04-13T15:01:36|2016-05-13T18:23:21
2A|4|36.807639|-98.092104|389.1|4|2016-04-11T14:15:11|2016-05-11T13:44:00
2A|40|36.789512|-98.07414|360.7|40|2016-04-11T15:02:44|2016-05-11T21:29:36
2A|400|36.83253|-97.948015|345.1|400|2016-04-13T14:58:35|2016-05-13T18:26:35
2A|401|36.829136|-97.948021|343.9|401|2016-04-13T14:52:43|2016-05-13T20:43:36
2A|402|36.825313|-97.948022|343.8|402|2016-04-13T14:50:02|2016-05-13T20:53:42
2A|403|36.821667|-97.948021|348.9|403|2016-04-13T14:47:19|2016-05-13T18:45:50
2A|404|36.818077|-97.948026|345.3|404|2016-04-13T14:38:34|2016-05-13T18:50:40
2A|405|36.814437|-97.948052|341.8|405|2016-04-13T14:30:46|2016-05-13T18:54:39
2A|406|36.810963|-97.948083|340.7|406|2016-04-13T14:27:33|2016-05-13T15:37:16
2A|407|36.807104|-97.948046|338.0|407|2016-04-13T14:23:30|2016-05-13T15:29:37
2A|408|36.803163|-97.948074|337.3|408|2016-04-13T14:18:50|2016-05-13T15:26:08
2A|409|36.799884|-97.948041|336.5|409|2016-04-13T14:14:58|2016-05-13T15:11:39
2A|41|36.786049|-98.074134|361.0|41|2016-04-11T15:05:32|2016-05-11T21:27:22
2A|410|36.796334|-97.948059|341.2|410|2016-04-13T14:11:24|2016-05-13T15:08:11
2A|411|36.792671|-97.948021|336.3|411|2016-04-13T14:07:00|2016-05-13T15:04:39
2A|412|36.789028|-97.948041|343.6|412|2016-04-13T14:04:01|2016-05-13T14:56:24
2A|413|36.785367|-97.948068|349.8|413|2016-04-13T14:00:25|2016-05-13T14:49:35
2A|414|36.781334|-97.948078|349.9|414|2016-04-13T13:57:34|2016-05-13T14:44:52
2A|415|36.778173|-97.948048|348.1|415|2016-04-13T13:51:22|2016-05-13T14:41:39
2A|416|36.774228|-97.948059|352.1|416|2016-04-13T13:47:38|2016-05-13T21:02:21
2A|417|36.770893|-97.94806|340.1|417|2016-04-13T13:44:00|2016-05-13T14:30:47
2A|418|36.767435|-97.947907|354.5|418|2016-04-13T13:40:43|2016-05-13T21:05:36
2A|419|36.763666|-97.948041|349.9|419|2016-04-13T13:34:16|2016-05-13T14:02:25
2A|42|36.782252|-98.07416|358.6|42|2016-04-11T15:09:39|2016-05-11T21:23:56
2A|420|36.760048|-97.947909|346.1|420|2016-04-13T13:30:41|2016-05-13T13:59:07
2A|421|36.756446|-97.947862|346.1|421|2016-04-13T13:27:09|2016-05-13T13:55:08
2A|422|36.752586|-97.947723|346.7|422|2016-04-13T13:23:39|2016-05-13T13:47:04
2A|423|36.749411|-97.94768|341.3|423|2016-04-13T13:20:37|2016-05-13T13:43:19
2A|424|36.745693|-97.947883|344.3|424|2016-04-13T13:12:29|2016-05-13T13:39:36
2A|425|36.742157|-97.947892|342.9|425|2016-04-13T13:16:40|2016-05-13T13:36:20
2A|426|36.738479|-97.947881|346.4|426|2016-04-13T13:05:01|2016-05-13T13:32:05
2A|429|36.92666|-97.930189|347.3|429|2016-04-12T17:44:24|2016-05-11T17:27:21
2A|43|36.778417|-98.074166|354.3|43|2016-04-11T15:12:15|2016-05-11T21:20:46
2A|430|36.923285|-97.930159|344.7|430|2016-04-12T17:47:06|2016-05-11T17:22:50
2A|431|36.919488|-97.930106|339.2|431|2016-04-12T17:50:25|2016-05-11T17:17:37
2A|432|36.915997|-97.930075|347.4|432|2016-04-12T17:53:07|2016-05-11T17:12:03
2A|433|36.912263|-97.930059|346.8|433|2016-04-12T17:55:46|2016-05-11T17:04:55
2A|434|36.908475|-97.930035|349.1|434|2016-04-12T17:58:44|2016-05-11T16:59:54
2A|435|36.905117|-97.929919|348.1|435|2016-04-12T18:01:17|2016-05-11T16:54:28
2A|436|36.901253|-97.929881|346.9|436|2016-04-12T18:04:22|2016-05-11T16:49:41
2A|437|36.897627|-97.929843|348.9|437|2016-04-12T18:08:28|2016-05-11T16:45:48
2A|438|36.894154|-97.929783|349.6|438|2016-04-12T18:11:03|2016-05-11T16:42:36
2A|439|36.89041|-97.929758|347.9|439|2016-04-12T18:14:06|2016-05-11T16:37:10
2A|44|36.774873|-98.074208|352.4|44|2016-04-11T15:16:59|2016-05-11T21:17:43
2A|440|36.886754|-97.929732|349.4|440|2016-04-12T18:17:15|2016-05-11T16:32:53
2A|441|36.883567|-97.929744|350.0|441|2016-04-12T18:20:21|2016-05-11T16:28:24
2A|442|36.879477|-97.929758|352.1|442|2016-04-12T18:23:13|2016-05-11T16:24:04
2A|443|36.875774|-97.929764|351.0|443|2016-04-12T18:26:06|2016-05-11T16:21:32
2A|444|36.872193|-97.92973|349.9|444|2016-04-12T18:29:32|2016-05-11T16:18:13
2A|445|36.868642|-97.929845|349.6|445|2016-04-12T18:32:28|2016-05-11T16:09:39
2A|446|36.864781|-97.929722|350.7|446|2016-04-12T18:36:35|2016-05-11T16:03:48
2A|447|36.861421|-97.929754|351.3|447|2016-04-12T18:39:32|2016-05-11T16:00:06
2A|448|36.857815|-97.929732|353.4|448|2016-04-12T18:42:29|2016-05-11T15:56:40
2A|449|36.85418|-97.929781|351.8|449|2016-04-12T18:46:32|2016-05-11T15:52:46
2A|45|36.771441|-98.074251|353.0|45|2016-04-11T15:20:29|2016-05-11T21:14:29
2A|450|36.850633|-97.929821|350.8|450|2016-04-12T19:58:39|2016-05-11T15:48:10
2A|451|36.846718|-97.929875|350.2|451|2016-04-12T20:01:44|2016-05-11T15:40:11
2A|452|36.843259|-97.92989|349.2|452|2016-04-12T20:05:00|2016-05-11T15:36:58
2A|453|36.8399|-97.929948|348.2|453|2016-04-12T20:08:07|2016-05-11T15:32:35
2A|454|36.835956|-97.929999|347.1|454|2016-04-12T20:11:37|2016-05-11T15:27:32
2A|455|36.832332|-97.929955|344.6|455|2016-04-12T20:15:00|2016-05-11T15:19:03
2A|456|36.828801|-97.930005|346.6|456|2016-04-12T20:19:08|2016-05-11T15:13:02
2A|457|36.825378|-97.930029|345.4|457|2016-04-12T20:24:08|2016-05-11T15:08:36
2A|458|36.821491|-97.92999|343.9|458|2016-04-12T20:27:39|2016-05-11T15:02:39
2A|459|36.817957|-97.929996|340.7|459|2016-04-12T20:30:41|2016-05-11T14:55:37
2A|46|36.767614|-98.074201|352.7|46|2016-04-11T15:22:51|2016-05-11T21:11:02
2A|460|36.814499|-97.929984|344.0|460|2016-04-12T20:33:57|2016-05-11T14:48:20
2A|461|36.810483|-97.929886|343.1|461|2016-04-12T20:37:53|2016-05-11T14:43:43
2A|462|36.807609|-97.929893|344.5|462|2016-04-12T20:40:55|2016-05-11T14:40:18
2A|463|36.803444|-97.929919|347.3|463|2016-04-12T20:45:19|2016-05-11T14:37:18
2A|464|36.800014|-97.929957|349.1|464|2016-04-12T20:48:22|2016-05-11T14:33:56
2A|465|36.7962|-97.92993|351.4|465|2016-04-12T20:51:36|2016-05-11T14:30:20
2A|466|36.792697|-97.929938|352.3|466|2016-04-12T20:55:34|2016-05-11T14:27:13
2A|467|36.789118|-97.92995|358.8|467|2016-04-12T20:58:31|2016-05-11T14:21:36
2A|468|36.785625|-97.929897|357.6|468|2016-04-12T21:01:30|2016-05-11T14:18:55
2A|469|36.781711|-97.929939|355.9|469|2016-04-12T21:04:18|2016-05-11T14:15:44
2A|47|36.764243|-98.074152|351.0|47|2016-04-11T15:25:03|2016-05-11T21:08:16
2A|470|36.778382|-97.929911|357.7|470|2016-04-12T21:07:07|2016-05-11T14:11:42
2A|471|36.774613|-97.929904|356.9|471|2016-04-12T21:10:03|2016-05-11T14:06:06
2A|472|36.770993|-97.929826|357.4|472|2016-04-12T21:12:14|2016-05-11T13:58:07
2A|473|36.767187|-97.929969|355.3|473|2016-04-12T21:14:52|2016-05-11T13:53:57
2A|474|36.763294|-97.92998|357.0|474|2016-04-12T21:18:56|2016-05-11T13:48:36
2A|475|36.759923|-97.929982|356.7|475|2016-04-12T21:22:41|2016-05-11T13:42:26
2A|476|36.756115|-97.929975|354.9|476|2016-04-12T21:25:47|2016-05-11T13:31:49
2A|477|36.753023|-97.930008|355.7|477|2016-04-12T21:28:41|2016-05-11T13:22:05
2A|478|36.738405|-97.929906|340.0|478|2016-04-12T20:16:44|2016-05-12T18:50:59
2A|479|36.897915|-97.920667|359.8|479|2016-04-12T19:35:29|2016-05-12T13:21:25
2A|48|36.760669|-98.074032|349.1|48|2016-04-11T15:27:39|2016-05-11T21:05:49
2A|480|36.894278|-97.92074|358.8|480|2016-04-12T19:32:03|2016-05-12T13:26:30
2A|481|36.890496|-97.920737|357.6|481|2016-04-12T19:29:16|2016-05-12T13:30:42
2A|482|36.886998|-97.920634|357.6|482|2016-04-12T19:25:52|2016-05-12T13:35:46
2A|483|36.883206|-97.920599|361.8|483|2016-04-12T19:21:32|2016-05-12T13:44:53
2A|484|36.879399|-97.920686|356.6|484|2016-04-12T19:17:34|2016-05-12T13:54:23
2A|485|36.876112|-97.920714|355.4|485|2016-04-12T19:14:32|2016-05-12T13:58:13
2A|486|36.872504|-97.920678|348.3|486|2016-04-12T19:11:03|2016-05-12T14:02:36
2A|487|36.869025|-97.920518|348.6|487|2016-04-12T19:07:39|2016-05-12T14:06:18
2A|488|36.865224|-97.920662|347.3|488|2016-04-12T19:02:59|2016-05-12T14:10:53
2A|489|36.861596|-97.920664|344.3|489|2016-04-12T18:59:24|2016-05-12T14:15:30
2A|49|36.756869|-98.073992|349.2|49|2016-04-11T15:30:11|2016-05-11T21:01:48
2A|490|36.857985|-97.920683|346.8|490|2016-04-12T18:55:53|2016-05-12T14:21:59
2A|491|36.854403|-97.920732|345.0|491|2016-04-12T18:52:03|2016-05-12T14:27:04
2A|492|36.948761|-97.912984|364.9|492|2016-04-12T17:09:23|2016-05-11T18:10:27
2A|493|36.945267|-97.913006|363.1|493|2016-04-12T17:02:58|2016-05-11T18:13:29
2A|494|36.941523|-97.912428|360.0|494|2016-04-12T16:59:45|2016-05-11T18:17:46
2A|495|36.93767|-97.912137|362.9|495|2016-04-12T16:53:54|2016-05-11T18:20:41
2A|496|36.934074|-97.912178|367.1|496|2016-04-12T16:50:11|2016-05-11T18:24:09
2A|497|36.930517|-97.912149|365.1|497|2016-04-12T16:46:23|2016-05-11T18:29:02
2A|498|36.927035|-97.912108|360.4|498|2016-04-12T16:42:23|2016-05-11T18:32:03
2A|499|36.92322|-97.912044|359.6|499|2016-04-12T16:39:00|2016-05-11T18:36:18
2A|5|36.804007|-98.092133|389.3|5|2016-04-11T14:34:27|2016-05-12T18:29:52
2A|50|36.752835|-98.073985|348.9|50|2016-04-11T15:32:56|2016-05-11T20:58:56
2A|500|36.919533|-97.912038|362.1|500|2016-04-12T16:35:42|2016-05-11T18:40:46
2A|501|36.915881|-97.911993|361.1|501|2016-04-12T16:32:43|2016-05-11T18:48:35
2A|502|36.91229|-97.911969|358.7|502|2016-04-12T16:29:06|2016-05-11T18:53:13
2A|503|36.90876|-97.911912|360.9|503|2016-04-12T16:25:31|2016-05-11T18:57:02
2A|504|36.905187|-97.911862|359.3|504|2016-04-12T16:21:26|2016-05-11T19:03:43
2A|505|36.901381|-97.911765|360.6|505|2016-04-12T16:17:22|2016-05-11T19:08:06
2A|506|36.898096|-97.911711|356.2|506|2016-04-12T16:13:23|2016-05-11T19:12:18
2A|507|36.89418|-97.911682|361.9|507|2016-04-12T16:09:27|2016-05-11T19:17:35
2A|508|36.89051|-97.91167|361.2|508|2016-04-12T16:05:03|2016-05-11T19:21:13
2A|509|36.887105|-97.911647|356.6|509|2016-04-12T16:00:57|2016-05-11T19:27:58
2A|51|36.749446|-98.073947|348.1|51|2016-04-11T15:35:42|2016-05-11T20:56:15
2A|510|36.883559|-97.911652|351.3|510|2016-04-12T15:58:00|2016-05-11T19:34:57
2A|511|36.879674|-97.911581|346.5|511|2016-04-12T15:54:14|2016-05-11T19:44:00
2A|512|36.876084|-97.911575|345.3|512|2016-04-12T15:49:01|2016-05-11T19:57:02
2A|513|36.872472|-97.911572|348.0|513|2016-04-12T15:44:42|2016-05-11T20:02:23
2A|514|36.869117|-97.911579|345.9|514|2016-04-12T15:39:54|2016-05-11T20:06:54
2A|515|36.865195|-97.911633|344.5|515|2016-04-12T15:36:50|2016-05-11T20:11:51
2A|516|36.861658|-97.911645|348.2|516|2016-04-12T15:33:02|2016-05-11T20:16:01
2A|517|36.858056|-97.91163|343.1|517|2016-04-12T15:29:51|2016-05-11T20:19:35
2A|518|36.854539|-97.911649|343.1|518|2016-04-12T15:26:24|2016-05-11T20:23:05
2A|519|36.850618|-97.911695|347.5|519|2016-04-12T15:23:17|2016-05-11T20:27:29
2A|52|36.745746|-98.073928|345.4|52|2016-04-11T15:38:03|2016-05-11T20:53:01
2A|520|36.84749|-97.911725|348.6|520|2016-04-12T15:20:30|2016-05-11T20:32:13
2A|521|36.843554|-97.91175|347.6|521|2016-04-12T15:16:45|2016-05-11T20:37:26
2A|522|36.839856|-97.911826|347.4|522|2016-04-12T15:13:10|2016-05-11T20:45:25
2A|523|36.836203|-97.911884|343.1|523|2016-04-12T15:10:30|2016-05-21T03:58:33
2A|524|36.832515|-97.911863|346.0|524|2016-04-12T15:07:19|2016-05-11T20:59:22
2A|525|36.828724|-97.911883|350.4|525|2016-04-12T15:04:10|2016-05-11T21:05:06
2A|526|36.825087|-97.911919|347.4|526|2016-04-12T15:01:11|2016-05-11T21:10:32
2A|527|36.821737|-97.911842|353.8|527|2016-04-12T14:57:57|2016-05-11T21:14:23
2A|528|36.818413|-97.911806|354.4|528|2016-04-12T14:55:11|2016-05-11T21:19:05
2A|529|36.81441|-97.911834|348.6|529|2016-04-12T14:51:12|2016-05-11T21:22:31
2A|53|36.74222|-98.073911|340.7|53|2016-04-11T15:40:29|2016-05-11T20:50:18
2A|530|36.810981|-97.91196|347.9|530|2016-04-12T14:45:36|2016-05-11T21:26:11
2A|531|36.807008|-97.911936|348.5|531|2016-04-12T14:38:38|2016-05-11T21:30:36
2A|532|36.803505|-97.91194|340.0|532|2016-04-12T14:34:57|2016-05-11T21:34:36
2A|533|36.800004|-97.911866|350.5|533|2016-04-12T14:31:15|2016-05-11T21:38:04
2A|534|36.796374|-97.911889|346.6|534|2016-04-12T14:25:04|2016-05-11T21:41:15
2A|535|36.792723|-97.911769|347.1|535|2016-04-12T14:21:16|2016-05-11T21:45:05
2A|536|36.789123|-97.911779|344.5|536|2016-04-12T14:18:08|2016-05-11T21:49:37
2A|537|36.785359|-97.911938|345.3|537|2016-04-12T14:14:21|2016-05-11T21:53:09
2A|538|36.781634|-97.911935|343.5|538|2016-04-12T14:10:22|2016-05-11T21:56:13
2A|539|36.778174|-97.911937|344.6|539|2016-04-12T14:06:54|2016-05-11T21:58:56
2A|54|36.738723|-98.073965|342.3|54|2016-04-11T15:43:24|2016-05-11T20:47:29
2A|540|36.774451|-97.911931|340.0|540|2016-04-12T14:03:38|2016-05-11T22:02:01
2A|541|36.770952|-97.911806|347.2|541|2016-04-12T14:00:44|2016-05-13T21:19:22
2A|542|36.767538|-97.911977|342.9|542|2016-04-12T13:56:07|2016-05-11T22:20:30
2A|543|36.763848|-97.911946|342.0|543|2016-04-12T13:52:49|2016-05-11T22:24:30
2A|544|36.760214|-97.911978|343.0|544|2016-04-12T13:49:12|2016-05-11T22:27:33
2A|545|36.756279|-97.911972|340.4|545|2016-04-12T13:41:21|2016-05-11T22:30:13
2A|546|36.753101|-97.912023|339.2|546|2016-04-12T13:38:26|2016-05-11T22:32:18
2A|547|36.749265|-97.91191|338.3|547|2016-04-12T13:34:22|2016-05-11T22:34:47
2A|548|36.745513|-97.911906|332.8|548|2016-04-12T13:29:55|2016-05-11T22:37:36
2A|549|36.963415|-97.894769|374.4|549|2016-04-13T17:47:09|2016-05-13T16:13:53
2A|55|36.734986|-98.073996|339.1|55|2016-04-11T15:46:17|2016-05-11T20:43:38
2A|550|36.959809|-97.894927|373.8|550|2016-04-13T17:50:01|2016-05-13T16:11:02
2A|551|36.956168|-97.894783|376.5|551|2016-04-13T17:52:18|2016-05-13T19:07:16
2A|552|36.952556|-97.894916|373.8|552|2016-04-13T17:54:26|2016-05-13T16:00:11
2A|553|36.948952|-97.894753|371.9|553|2016-04-13T17:56:43|2016-05-13T15:57:18
2A|554|36.945292|-97.894787|372.4|554|2016-04-13T17:59:03|2016-05-13T15:53:41
2A|555|36.941561|-97.894067|372.7|555|2016-04-13T18:01:14|2016-05-13T15:50:42
2A|556|36.937962|-97.894122|375.9|556|2016-04-13T18:03:24|2016-05-13T15:47:54
2A|557|36.934242|-97.894073|372.1|557|2016-04-13T18:05:31|2016-05-13T15:44:45
2A|558|36.930621|-97.894029|373.9|558|2016-04-13T18:08:07|2016-05-13T19:13:25
2A|559|36.927141|-97.893915|368.0|559|2016-04-13T18:10:28|2016-05-13T15:34:27
2A|56|36.731546|-98.074018|334.9|56|2016-04-11T15:48:40|2016-05-11T20:40:42
2A|560|36.923335|-97.894066|370.0|560|2016-04-13T18:12:50|2016-05-13T15:30:40
2A|561|36.919686|-97.894088|371.3|561|2016-04-13T18:15:14|2016-05-13T15:24:48
2A|562|36.91609|-97.894008|372.0|562|2016-04-13T18:18:15|2016-05-14T14:25:15
2A|563|36.912516|-97.893826|370.8|563|2016-04-13T18:20:22|2016-05-13T15:14:01
2A|564|36.90881|-97.893951|367.9|564|2016-04-13T18:22:38|2016-05-13T15:09:54
2A|565|36.905194|-97.893884|360.7|565|2016-04-13T18:24:50|2016-05-13T15:04:27
2A|566|36.901608|-97.89385|364.9|566|2016-04-13T18:36:01|2016-05-13T14:59:25
2A|567|36.898028|-97.893852|365.3|567|2016-04-13T18:39:33|2016-05-13T14:56:48
2A|568|36.894375|-97.893747|361.4|568|2016-04-13T18:41:37|2016-05-13T14:53:48
2A|569|36.890899|-97.893665|356.9|569|2016-04-13T18:44:06|2016-05-13T14:49:22
2A|57|36.727585|-98.074036|335.0|57|2016-04-11T15:51:08|2016-05-11T20:35:47
2A|570|36.887118|-97.893673|354.2|570|2016-04-13T18:46:14|2016-05-13T14:44:46
2A|571|36.883621|-97.893664|350.7|571|2016-04-13T18:48:18|2016-05-13T14:40:57
2A|572|36.879835|-97.893674|347.4|572|2016-04-13T18:50:31|2016-05-13T14:36:33
2A|573|36.876189|-97.893685|345.4|573|2016-04-13T18:52:32|2016-05-13T14:32:51
2A|574|36.872558|-97.893647|343.6|574|2016-04-13T18:54:44|2016-05-13T14:27:33
2A|575|36.868999|-97.893663|341.4|575|2016-04-13T18:56:57|2016-05-13T14:25:10
2A|576|36.865283|-97.893649|342.7|576|2016-04-13T18:59:04|2016-05-13T14:21:59
2A|577|36.861729|-97.89367|339.2|577|2016-04-13T19:01:04|2016-05-13T14:19:25
2A|578|36.858084|-97.893604|341.0|578|2016-04-13T19:03:21|2016-05-13T14:16:08
2A|579|36.854575|-97.893657|337.5|579|2016-04-13T19:05:17|2016-05-13T14:11:52
2A|58|36.724342|-98.074038|333.8|58|2016-04-11T15:54:19|2016-05-12T12:39:46
2A|582|36.839984|-97.89365|334.8|582|2016-04-13T19:13:05|2016-05-13T13:53:33
2A|583|36.825427|-97.893828|346.0|583|2016-04-13T19:19:08|2016-05-13T13:40:08
2A|584|36.810651|-97.893658|343.2|584|2016-04-13T16:55:03|2016-05-13T13:32:28
2A|585|36.807502|-97.893848|346.3|585|2016-04-13T17:11:36|2016-05-13T13:28:51
2A|586|36.803752|-97.893939|346.4|586|2016-04-13T17:17:34|2016-05-13T13:25:12
2A|587|36.800241|-97.893918|344.2|587|2016-04-13T17:23:52|2016-05-13T13:21:55
2A|588|36.796527|-97.893867|337.9|588|2016-04-13T17:28:52|2016-05-13T13:18:58
2A|589|36.7926|-97.893844|339.6|589|2016-04-13T17:33:07|2016-05-13T13:16:06
2A|59|36.709649|-98.074042|333.0|59|2016-04-11T16:09:24|2016-05-11T20:02:09
2A|590|36.789111|-97.893844|342.5|590|2016-04-13T17:37:41|2016-05-13T13:13:39
2A|591|36.78558|-97.893841|339.8|591|2016-04-13T17:41:17|2016-05-13T13:10:53
2A|592|36.781967|-97.893898|341.0|592|2016-04-13T17:44:45|2016-05-13T13:08:23
2A|593|36.778305|-97.893733|336.5|593|2016-04-13T17:49:40|2016-05-13T13:05:54
2A|594|36.774735|-97.893845|340.6|594|2016-04-13T17:54:29|2016-05-13T13:03:25
2A|595|36.77103|-97.893898|339.1|595|2016-04-13T17:59:01|2016-05-13T13:00:51
2A|596|36.767524|-97.894007|337.9|596|2016-04-13T18:03:15|2016-05-13T12:57:57
2A|597|36.763823|-97.893949|339.0|597|2016-04-13T18:06:57|2016-05-13T12:54:50
2A|598|36.760141|-97.893939|336.8|598|2016-04-13T18:11:52|2016-05-13T12:51:36
2A|599|36.756672|-97.893996|332.7|599|2016-04-13T18:15:10|2016-05-13T12:47:12
2A|6|36.80039|-98.092129|373.7|6|2016-04-11T14:37:38|2016-05-11T14:02:23
2A|60|36.706047|-98.073818|339.1|60|2016-04-11T16:13:20|2016-05-11T19:56:58
2A|600|36.752854|-97.894001|333.0|600|2016-04-13T18:19:02|2016-05-13T12:43:35
2A|601|36.749319|-97.894001|329.2|601|2016-04-13T18:28:48|2016-05-13T12:39:40
2A|602|36.977932|-97.876639|358.7|602|2016-04-12T15:11:53|2016-05-12T18:26:33
2A|603|36.974321|-97.876673|357.2|603|2016-04-12T15:13:27|2016-05-12T18:29:53
2A|604|36.970588|-97.876691|361.4|604|2016-04-12T15:15:04|2016-05-12T18:33:57
2A|605|36.967201|-97.876724|365.0|605|2016-04-12T15:16:37|2016-05-12T18:37:27
2A|606|36.963681|-97.876695|358.8|606|2016-04-12T15:18:20|2016-05-12T18:40:43
2A|607|36.960104|-97.876709|361.5|607|2016-04-12T15:19:42|2016-05-12T18:44:15
2A|608|36.955996|-97.876793|368.0|608|2016-04-12T15:21:26|2016-05-12T18:47:32
2A|61|36.702371|-98.073819|342.5|61|2016-04-11T16:16:37|2016-05-11T19:53:01
2A|610|36.949069|-97.876797|364.0|610|2016-04-12T15:24:37|2016-05-12T18:54:22
2A|611|36.94549|-97.87681|360.1|611|2016-04-12T15:26:09|2016-05-12T19:00:59
2A|612|36.941519|-97.876039|359.9|612|2016-04-12T15:27:38|2016-05-12T19:05:10
2A|613|36.938022|-97.875574|359.3|613|2016-04-12T15:29:03|2016-05-12T19:08:07
2A|614|36.934306|-97.875457|363.3|614|2016-04-12T15:31:04|2016-05-12T19:11:43
2A|615|36.930828|-97.875608|364.5|615|2016-04-12T15:32:29|2016-05-12T19:15:18
2A|616|36.927475|-97.875655|360.4|616|2016-04-12T15:34:16|2016-05-12T19:18:34
2A|617|36.923559|-97.875624|356.8|617|2016-04-12T15:35:54|2016-05-12T19:22:16
2A|618|36.919726|-97.875624|354.9|618|2016-04-12T15:37:33|2016-05-12T19:25:17
2A|619|36.91626|-97.875651|356.4|619|2016-04-12T15:39:11|2016-05-12T19:27:59
2A|62|36.698776|-98.073781|345.0|62|2016-04-11T16:19:37|2016-05-11T19:49:26
2A|620|36.912863|-97.875671|353.8|620|2016-04-12T15:40:44|2016-05-12T19:34:06
2A|621|36.909223|-97.875592|355.6|621|2016-04-12T15:42:13|2016-05-12T19:37:54
2A|622|36.905577|-97.875549|352.1|622|2016-04-12T15:43:49|2016-05-12T19:41:01
2A|623|36.901866|-97.875473|353.3|623|2016-04-12T15:45:26|2016-05-12T19:44:52
2A|624|36.89835|-97.875414|352.3|624|2016-04-12T15:46:52|2016-05-12T19:50:40
